analysis	disease_name	compartment	role	gene	n_case_donors	n_control_donors	mean_case	mean_control	delta_case_minus_control	hedges_g	welch_t	p	fdr	tissue_up_trend	tissue_down_trend
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SEMA4D	5	17	0.03351137855020893	-0.020457754486563333	0.05396913303677226	0.821326642001779	1.7387448856691443	0.12615821816874168	0.5869530936498532	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SEMA4D	11	14	0.04081408809298905	0.12972930983878653	-0.08891522174579747	-0.572920321412512	-1.5751264405375023	0.13038337697876934	0.5941892030207792	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SEMA4D	3	3	-0.05776551473762085	0.003870886837016651	-0.0616364015746375	-1.2822604668926378	-1.963052413268678	0.13619139848829204	0.5971549110623013	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SEMA4D	6	6	0.04957575571433231	-0.009739081890094358	0.059314837604426664	0.8468733630440037	1.5890633333996826	0.14574182616576262	0.5971549110623013	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SEMA4D	3	19	-0.09630056309635561	0.04177697140641507	-0.1380775345027707	-0.6461821054431843	-1.5685188139113262	0.19057801314072426	0.6302623897199562	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SEMA4D	5	19	-0.06357327818974522	-0.021121071699043117	-0.042452206490702096	-0.3228279575132406	-1.2393300077465113	0.2285776110891668	0.6610363795475814	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SEMA4D	3	3	0.08769313064845084	0.012343308842971107	0.07534982180547974	0.6128640915263674	0.93825269119623	0.4119500198531633	0.7180642104413484	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SEMA4D	6	6	0.152859805321728	0.06608643406266547	0.08677337125906252	0.3575426362560837	0.6708888461899598	0.5182754726268769	0.7800494015782954	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SEMA4D	6	6	0.10795119908649504	0.06608643406266547	0.041864765023829575	0.20883968524778312	0.391864357609674	0.7035119316224705	0.8953513142670496	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SEMA4D	4	17	0.006553326718250648	0.021515077947079148	-0.0149617512288285	-0.08885313451278946	-0.2991401436385182	0.7684582541085235	0.9365189348876117	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SEMA4D	18	18	-0.01272552941756225	-0.00818395108162212	-0.004541578335940129	-0.06865586963059397	-0.21064869091204969	0.8344352976065993	0.9720842699283179	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SEMA4D	9	13	0.056902461839079606	0.07041195616266994	-0.013509494323590339	-0.06259396640276091	-0.14491476119519725	0.8866847495751716	0.9885830731917585	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SEMA4D	10	14	0.03591900061656746	0.03757623622352853	-0.0016572356069610647	-0.017247445572844817	-0.04502588766604164	0.9644970368423152	1.0	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SEMA4D	6	6	-0.009283327602501253	-0.009739081890094358	0.00045575428759310477	0.005278032041485924	0.009903637964815946	0.9923475331061147	1.0	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SEMA7A	5	17	-0.08514386710158202	0.03980078629389842	-0.12494465339548044	-0.8214583105958826	-2.522652514135112	0.02230561940309366	0.3419809731282598	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SEMA7A	6	6	0.15826870416267433	0.0022471625693991477	0.1560215415932752	0.9013689750143616	1.691318266182086	0.14128501000648297	0.5971549110623013	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SEMA7A	3	3	0.14395389073434628	-0.005221512527614727	0.149175403261961	1.381028783839391	2.114259900314322	0.14610656157698682	0.5971549110623013	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SEMA7A	4	17	0.6617506069676989	-0.012376570214263114	0.674127177181962	2.0614298299270537	1.8890194624019185	0.15340043655854527	0.6037487475511667	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SEMA7A	3	3	-0.02336870030158347	0.007892296822044544	-0.03126099712362801	-1.2476124868934138	-1.910008743508518	0.18716570382246733	0.6270217208427153	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SEMA7A	5	18	0.09308203878328061	0.0023974912841848977	0.09068454749909571	0.9551642604564464	1.2928843191770956	0.2587529612117413	0.6751763776239352	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SEMA7A	3	19	0.1739772207395827	0.0034252652384101196	0.17055195550117258	2.054007907469083	1.5315625696613606	0.26225205332321344	0.6776128263780385	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SEMA7A	9	13	-0.014214047948844554	0.061603664904323036	-0.07581771285316759	-0.38627430907335897	-1.0481117604930246	0.30848974345848307	0.6971279160335306	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SEMA7A	6	6	0.1424543561479202	-0.00019475353650441415	0.14264910968442462	0.5245013830527251	0.9841682977614208	0.36867150919547864	0.7002360501784015	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SEMA7A	11	14	0.01541010702413116	0.03846288703851376	-0.0230527800143826	-0.2826681069100209	-0.7897633339686952	0.4395852618011445	0.7329658733803273	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SEMA7A	6	6	-0.01811567042269453	-0.003150322655877471	-0.014965347766817058	-0.3031160645839094	-0.5687634598204652	0.5843226691687557	0.8252221651583534	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SEMA7A	18	18	0.00579678563472926	-0.006279383558492394	0.012076169193221655	0.17734526283141866	0.5441275109600345	0.5914761475288528	0.8276252220401666	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SEMA7A	5	19	0.08971244132558209	0.1696311254277748	-0.07991868410219272	-0.1391323010580528	-0.46322575431561136	0.6486730165499837	0.8579969773980237	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SEMA7A	6	6	-0.017822289482156913	-0.00019475353650441415	-0.0176275359456525	-0.22539414315879414	-0.42292694998610825	0.6839627493595832	0.8840050123550414	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SEMA7A	3	3	-0.07990528152648262	-0.02634323095184637	-0.05356205057463624	-0.25289496236782677	-0.3871647602009559	0.7246863894345706	0.9101284644691072	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SEMA7A	10	14	0.015574321050582268	0.01275205829380253	0.0028222627567797386	0.03847969222944517	0.09934787864622181	0.9217873850632163	1.0	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SEMA7A	6	6	0.00541514133204029	0.0022471625693991477	0.0031679787626411426	0.03354777486603603	0.06294865476126131	0.951199359759437	1.0	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SEMA7A	6	6	-0.000626555175392803	-0.003150322655877471	0.002523767480484668	0.028568434654231107	0.05360547867332632	0.9586220681695784	1.0	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SERPINE1	3	3	0.5579374095409532	-0.004677553302879515	0.5626149628438327	6.681068632685113	10.228255679120386	0.002201005357376597	0.1760209419588473	True	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SERPINE1	6	6	0.3429071908102926	-0.04964769177379092	0.3925548825840835	1.1731569513421125	2.2012980653919105	0.05316848697696668	0.4516491455562338	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SERPINE1	6	6	0.06414013520841248	-0.004439107797149653	0.06857924300556213	1.232574509811756	2.312788481367287	0.058763138029801376	0.46761074344514814	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SERPINE1	9	13	-0.07213184747212824	0.04105642350542224	-0.11318827097755048	-0.67565315150787	-1.781219253399828	0.09042041734653264	0.5195223590842526	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SERPINE1	6	6	0.06919223848880011	-0.004439107797149653	0.07363134628594976	0.8060695703365547	1.5124995711129714	0.1864125007071432	0.6270217208427153	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SERPINE1	5	18	0.20901172942676194	0.015472237869604931	0.193539491557157	1.1025518082288635	1.4492011402063805	0.21445363316688298	0.6579126629321873	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SERPINE1	10	14	-0.023727799757600344	0.031317536155393975	-0.05504533591299432	-0.4066881855196286	-1.0793169554203703	0.2921380146794605	0.6885458191343259	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SERPINE1	18	18	0.07569016704428601	0.028325655595480472	0.04736451144880553	0.3262489022310258	1.0009909500270107	0.32439714987428203	0.7000024535402347	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SERPINE1	3	3	0.3837698164382402	-0.03559422297258207	0.4193640394108223	0.8069260470943491	1.2353481722138646	0.3301789311634812	0.7000024535402347	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SERPINE1	6	6	0.4222426767798624	-0.04964769177379092	0.4718903685536533	0.5634654492194298	1.0572800185541462	0.3331410364769605	0.7000024535402347	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SERPINE1	3	19	-0.010242918290078376	-0.053162393689767315	0.04291947539968894	0.43277561408797055	1.0172977964942345	0.3684744451871981	0.7002360501784015	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SERPINE1	4	17	0.3429379775273709	-0.09964060523782094	0.4425785827651918	0.8375957350846485	1.0314158330110668	0.37071187161505187	0.7002360501784015	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SERPINE1	5	17	0.3183148595881944	0.10788189088901602	0.21043296869917838	0.38617271403860126	0.6661113487201059	0.5329232189275367	0.7868861301430045	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SERPINE1	6	6	0.09375680857047113	0.025211925475030626	0.0685448830954405	0.32680414702989224	0.6132115023449817	0.5543696326191052	0.8025341208023152	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SERPINE1	3	3	-0.06323498985763465	-0.03968298630472886	-0.023552003552905793	-0.16709225837660946	-0.25580673311998836	0.8173240939161027	0.9667367223891471	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SERPINE1	6	6	0.01229385919226393	0.025211925475030626	-0.012918066282766696	-0.0893454930396749	-0.16764684448634246	0.8711791653601272	0.9846520818566143	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SERPINE1	5	19	0.23290080568161967	0.19845129233655726	0.03444951334506241	0.046488325233397985	0.15145238606552222	0.8813830712149027	0.9885830731917585	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SERPINE1	11	14	0.044889474632976926	0.04678433050229109	-0.0018948558693141632	-0.022137572168711966	-0.06066593038321322	0.9521972657978446	1.0	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SIGLEC10	3	19	-0.04541268684304991	-0.012663242244857082	-0.032749444598192824	-0.6818126933111254	-2.930735577423018	0.00893166920334846	0.2617990100001821	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SIGLEC10	3	3	0.036710667310959254	0.0009296292131515032	0.03578103809780775	1.4630013289805202	2.2397542181349634	0.09316649865380298	0.530153210608852	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SIGLEC10	9	13	-0.055469169060364865	0.12683610712137813	-0.182305276181743	-0.6178598676530258	-1.6741518380241953	0.11133356954495782	0.5654120073068707	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SIGLEC10	6	6	0.20585241473115723	0.010574700534538442	0.1952777141966188	0.9445809503041622	1.7724007142708769	0.11411972970382067	0.565412929420364	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SIGLEC10	6	6	-0.017253764229808965	0.000611578680222765	-0.01786534291003173	-0.884911284223598	-1.6604372465051531	0.14540998696078258	0.5971549110623013	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SIGLEC10	3	3	0.3997701932582396	0.015926667403253728	0.3838435258549859	1.2698414284294668	1.9440397211869487	0.17204473124584438	0.621567406263993	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SIGLEC10	5	18	-0.018416799356659	-0.01100865913515872	-0.007408140221500279	-0.3039210167144424	-1.2036491255644028	0.24521878188042817	0.6636970150841421	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SIGLEC10	5	17	-0.025548806515379698	-0.008366729438311349	-0.01718207707706835	-0.26086574041483973	-1.0	0.3321949846529792	0.7000024535402347	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SIGLEC10	11	14	0.15218247078359745	0.009894240969640086	0.14228822981395736	0.4304729503691812	0.9790091979197965	0.3498974013279183	0.7000024535402347	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SIGLEC10	6	6	-0.029210311891849566	-0.0002471261581374941	-0.028963185733712073	-0.5329387100211931	-1.0000000000000002	0.36321746764912244	0.7000024535402347	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SIGLEC10	6	6	0.08285415902696773	0.010574700534538442	0.07227945849242928	0.33927665960389713	0.6366147799442179	0.5425061343305225	0.7939672351516747	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SIGLEC10	18	18	-0.03975133802393301	-0.017804123570269097	-0.021947214453663915	-0.19095107686046497	-0.5858726221855175	0.562500532359826	0.8092260282541248	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SIGLEC10	6	6	-0.012794617270920107	-0.0002471261581374941	-0.012547491112782612	-0.20086183813195518	-0.3768948180250739	0.7161592823219324	0.9042939158661744	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SIGLEC10	3	3	-0.010229717940929261	-0.002434218109695507	-0.007795499831233754	-0.191324390235062	-0.292904457140644	0.7880433729542403	0.9489622821998631	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SIGLEC10	4	17	-0.0013124589598350377	-0.010637111727877806	0.009324652768042768	0.12053158367487074	0.2764993188235065	0.7913761856700049	0.9511300298121627	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SIGLEC10	10	14	0.014762121807738787	0.020529853164873577	-0.00576773135713479	-0.07205295796019615	-0.19149639754511635	0.849893303994313	0.9766346743763775	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SIGLEC10	6	6	0.00627746246286455	0.000611578680222765	0.005665883782641785	0.10396577132932941	0.1950801647063601	0.8514223156527064	0.9777247132722573	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SIGLEC10	5	19	0.05155508615357209	0.06539483931707177	-0.013839753163499675	-0.04183772729478038	-0.1606213711458784	0.8738908542166901	0.9862794690499644	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SLC15A4	6	6	0.3346030380779969	0.0020792120577654005	0.3325238260202315	1.7901634253972725	3.359041840526248	0.007254290982460852	0.2617990100001821	True	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SLC15A4	6	6	0.1532252262678854	0.012377464696174416	0.14084776157171097	1.3035787891249524	2.4460200856363272	0.051733740443724426	0.4478000797644988	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SLC15A4	6	6	0.15392501616988918	0.012377464696174416	0.14154755147371476	1.2021703174531728	2.255738408278443	0.06777498058160747	0.4841211837541205	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SLC15A4	3	19	-0.07617138412197859	0.02413390972369707	-0.10030529384567566	-0.5624433150388348	-1.8133656182498965	0.10470938061524047	0.5614416696947273	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SLC15A4	6	6	0.22702841542377525	0.0020792120577654005	0.22494920336600985	0.9468795773365453	1.7767138313125936	0.11046993895953681	0.5650239538130032	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SLC15A4	5	17	-0.10835110184168646	0.0034124415947400966	-0.11176354343642655	-0.5657093277961842	-1.555105371829879	0.14574515010429623	0.5971549110623013	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SLC15A4	6	6	0.2424469828826138	0.04374899904770258	0.19869798383491122	0.8557371067117925	1.6056951589757158	0.15535498215623567	0.6037487475511667	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SLC15A4	10	14	0.006425420433022394	0.08606059825563873	-0.07963517782261634	-0.5821229304181066	-1.4750228557840108	0.15547703468536297	0.6037487475511667	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SLC15A4	11	14	0.04289055606037558	0.1189030893443453	-0.07601253328396973	-0.5389474637545539	-1.4430456049877731	0.1626182814386106	0.60996844063483	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SLC15A4	3	3	0.1212211937945002	0.014129060629702322	0.10709213316479789	0.8837810605806707	1.3530079017239947	0.2835316445113144	0.6809944521586874	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SLC15A4	9	13	0.03128854145025875	0.10700978253795494	-0.07572124108769619	-0.3395389024013652	-0.8777118644605663	0.3905324407611116	0.7087469724514041	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SLC15A4	5	18	-0.064559118368903	-0.011497290072978924	-0.05306182829592408	-0.5203511296052438	-0.8687638038584713	0.4236403734228276	0.7247445707356345	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SLC15A4	5	19	-0.05218223897355284	0.01856217712592268	-0.07074441609947552	-0.3400670478599406	-0.7336529800298063	0.48808848715318404	0.7629494674547066	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SLC15A4	4	17	-0.09429641098842681	-0.03507303663840035	-0.05922337435002646	-0.18185643034132518	-0.4654623016618811	0.6546621926662812	0.8608256404121334	False	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SLC15A4	6	6	0.0782597324488297	0.04374899904770258	0.03451073340112711	0.23541053879078247	0.4417215983080326	0.6690025931346583	0.8724454266573176	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SLC15A4	18	18	0.018335341748579627	0.007795729923506812	0.010539611825072815	0.0930812841793443	0.2855903037320791	0.7769257865177073	0.9432073064979846	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SLC15A4	3	3	0.02571412222950713	0.014401985927180045	0.011312136302327086	0.18114575658600593	0.2773216704413249	0.7952805452504075	0.9523412114107469	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SLC15A4	3	3	-0.012113055485931912	-0.008159058058464437	-0.003953997427467475	-0.054138608028314855	-0.08288247815869765	0.9379787914012784	1.0	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SOCS3	6	6	1.0484410471388685	0.016607344933077847	1.0318337022057906	1.879367248567914	3.5264228573172676	0.012304456839476145	0.28006836760007625	True	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SOCS3	6	6	0.6788708516817618	0.016607344933077847	0.662263506748684	1.7318117356228337	3.2495514081796877	0.013296045914040043	0.28509420188148177	True	False
ibd_uc_stromal	ulcerative colitis	colon stromal	tissue_resident	SOCS3	6	6	-0.4968665655547042	-0.009060960366473655	-0.4878056051882306	-1.1872736512717847	-2.227786477031423	0.05100202416608953	0.44649405179721574	False	True
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SOCS3	6	6	0.20716349856996497	0.014848267011317196	0.19231523155864777	1.0923475110985532	2.049668171139444	0.07592834769392698	0.4927017123384428	False	False
ibd_uc_epithelial	ulcerative colitis	colon epithelial	tissue_resident	SOCS3	6	6	0.19415244321256545	0.014848267011317196	0.17930417620124825	1.0475915455092468	1.9656885976017544	0.08551675254315669	0.5112196279845074	False	False
ibd_crohn_stromal	Crohn disease	colon stromal	tissue_resident	SOCS3	6	6	-0.5470841537169727	-0.009060960366473655	-0.5380231933504991	-1.018787427722566	-1.911640885838547	0.09266990986265258	0.5283434745348535	False	True
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SOCS3	5	18	0.243178310808465	-0.003279338797939312	0.24645764960640432	1.2354160081457695	1.6011293996972802	0.17841752881837414	0.6262485788018659	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SOCS3	18	18	0.004008163400153447	-0.05278163916479484	0.05678980256494829	0.42459529886224917	1.3027355760546284	0.20162549701424384	0.639511487404566	False	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SOCS3	5	19	0.20948555486388726	0.0054572688861112655	0.204028285977776	1.0792953938988068	1.4305314038538057	0.21917562548326147	0.6589539973724172	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SOCS3	3	19	0.2909088879382118	-0.09624482239498462	0.3871537103331964	2.108800653538937	1.6969851960275193	0.22738366437385518	0.6610363795475814	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SOCS3	3	3	-0.37145807919416507	-0.09042213020288714	-0.28103594899127793	-0.9246599811067764	-1.4155907120519604	0.2616841087787524	0.6774481871183976	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SOCS3	4	17	0.2151396049756782	0.028383243093566206	0.18675636188211198	0.7978628832305787	0.9602240012350902	0.40131748652214316	0.7124767450647936	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SOCS3	3	3	-0.19273037498908252	-0.061042914097752	-0.13168746089133052	-0.4164219557404687	-0.6375133182849929	0.5717457280035569	0.8172925648128141	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SOCS3	9	13	0.10653315880850886	0.14859761982644987	-0.04206446101794101	-0.13409119101072414	-0.3388003856349448	0.7383284366718151	0.9183834833695326	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SOCS3	10	14	0.11213041131382702	0.1463169075780467	-0.03418649626421967	-0.11887574473626039	-0.30172153415066394	0.7659041359949577	0.9349465092446699	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SOCS3	11	14	0.0727423307955334	0.08601532097804301	-0.013272990182509617	-0.056564694745749544	-0.14734014641678592	0.8841702197407829	0.9885830731917585	False	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SOCS3	5	17	0.026355852758176944	0.0001937360935311925	0.02616211666464575	0.06057940241100743	0.1239220525044633	0.9050833176833989	0.9993065436661109	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SOCS3	3	3	0.006407602674870162	0.007938343924051969	-0.0015307412491818075	-0.004594806895767977	-0.007034332725783172	0.9949222635914534	1.0	False	False
sjogren_gland_apc	Sjogren syndrome	salivary gland APC	myeloid_apc	SPP1	9	13	-0.13154270004084678	0.05071197012355776	-0.18225467016440455	-0.8337382088178361	-2.2271524836634247	0.03825827523400779	0.3993253182851367	False	False
sjogren_gland_stromal	Sjogren syndrome	salivary gland stromal/endothelial	tissue_resident	SPP1	10	14	-0.09433041097277982	0.06852661721235696	-0.16285702818513678	-0.6944309731799169	-2.0473765730531865	0.059747645011831385	0.46761074344514814	False	False
t1d_acinar_cell	type 1 diabetes mellitus	pancreatic acinar cell	tissue_resident	SPP1	5	18	2.1102251824455	-0.01681487219799275	2.1270400546434924	2.51404962509523	2.5833655885388724	0.06085724710063938	0.46761074344514814	True	False
t1d_endothelial_cell	type 1 diabetes mellitus	pancreatic endothelial cell	tissue_resident	SPP1	5	17	2.122204944147611	-0.034227853938987335	2.1564327980865987	2.3878721504717397	2.515552571435833	0.06540178854058082	0.4754886788490876	True	False
t1d_ductal_cell	type 1 diabetes mellitus	pancreatic ductal cell	tissue_resident	SPP1	5	19	0.39841001294584616	-0.11061844705584274	0.5090284600016889	1.0979100118910912	1.6903146033533651	0.15409389218309646	0.6037487475511667	False	False
ibd_crohn_epithelial	Crohn disease	colon epithelial	tissue_resident	SPP1	6	6	0.0018776509278664014	0.0	0.0018776509278664014	0.8435228514632208	1.5827764724196465	0.17431980449764986	0.6244700986786271	False	False
t1d_stellate_cell	type 1 diabetes mellitus	pancreatic stellate cell	tissue_resident	SPP1	4	17	1.807777923459313	-0.050104072391174065	1.857881995850487	2.0298291057478792	1.7452446124586511	0.17861888346964688	0.6262485788018659	False	False
ibd_uc_myeloid	ulcerative colitis	colon myeloid	myeloid_apc	SPP1	6	6	0.09832342507599855	0.0	0.09832342507599855	0.8162159036807446	1.5315380330475274	0.18620176587589427	0.6270217208427153	False	False
t1d_beta_cell	type 1 diabetes mellitus	pancreatic beta cell	tissue_resident	SPP1	3	19	1.405174838144301	-0.054411597182906904	1.4595864353272079	2.6587077711524856	1.8074532634850153	0.21051539604268107	0.6536359463696677	False	False
sjogren_gland_epithelial	Sjogren syndrome	salivary gland epithelial	tissue_resident	SPP1	11	14	-0.005763524407875709	0.023007776256825343	-0.02877130066470105	-0.40852575824747267	-1.165705418864552	0.26117919726692856	0.6773262442706762	False	False
ibd_crohn_myeloid	Crohn disease	colon myeloid	myeloid_apc	SPP1	6	6	0.07904452536401073	0.0	0.07904452536401073	0.663408936914485	1.2448128170087394	0.2683631890634023	0.6783244622194109	False	False
psoriasis_keratinocyte	psoriasis	skin keratinocyte	tissue_resident	SPP1	3	3	0.06237891002303769	-0.008388554819583746	0.07076746484262143	0.5144840064348936	0.7876395603676665	0.5082262613953663	0.7745999828533413	False	False
psoriasis_skin_apc	psoriasis	skin APC	myeloid_apc	SPP1	3	3	0.04717407718279674	-0.011079737303019773	0.05825381448581651	0.3541504901086001	0.5421799955766571	0.6260233252292522	0.8511880104640628	False	False
ra_blood_myeloid	rheumatoid arthritis	blood myeloid/APC	myeloid_apc	SPP1	18	18	0.005725671061887298	-0.00231388222345059	0.008039553285337888	0.14875655313586159	0.456412151666848	0.6513193598862596	0.858465027128482	False	False
psoriasis_skin_stromal	psoriasis	skin stromal	tissue_resident	SPP1	3	3	6.35534793718379e-05	0.009333683425736032	-0.009270129946364194	-0.13658636994839732	-0.20910432012036734	0.8466410849448752	0.9763173925226916	False	False
