candidate_node	connected_anchor_count	connected_anchors	connection_roles	connection_weight_sum	connection_weight_max	source_database_count	top_source_databases	best_enrichr_tf_library	best_enrichr_tf_term	best_enrichr_tf_adjusted_p	best_enrichr_tf_overlap	chembl_target_id	chembl_pref_name	chembl_target_type	chembl_organism	chembl_activity_rows	chembl_scanned_activity_rows	chembl_best_nM	chembl_mechanism_rows	chembl_mechanism_molecules	chembl_target_status	chembl_activity_status	chembl_mechanism_status	chembl_target_mode	chembl_activity_mode	chembl_mechanism_mode	clinicaltrials_hits	europepmc_prior_hits	wave62_score	wave62_call	wave62_manual_blocker	wave62_prior_context_blocker	wave62_strong_l2g_disease_count	wave62_strong_qtl_coloc_disease_count	wave62_ms_max_relevant_qtl_h4	efferocytosis_screen_call	efferocytosis_median_lfc	efferocytosis_fdr	wave57_call	wave57_model_priority_score	wave61_call	wave61_manual_blocker	has_chembl_activity	has_chembl_mechanism	has_tf_enrichment_hint	manual_blocker	any_blocker	controller_score	wave69_call	wave69_call_priority
BTRC_CUL1_SKP1	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CMTM4	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0403159408705574	0.9971256078463696		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
EPHA3	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	Cellinker									0.0			0.0								0.0	0.0	0.9610426425933838	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	0.1477694771818525	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
FKBP5	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.9011051058769226	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	-0.4524820392327678	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ITCH	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.026859529257555	1.0		0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
SIGMAR1	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.256385109506106	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
SPOP	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.3181003504888516	0.9965506589785832		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
STT3A	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0870218451146742	0.9971256078463696		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
STT3B	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.2220928549209377	0.9971256078463696		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
STUB1	1	CD274	incoming_to_anchor	5.999434497146563	5.999434497146563	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0858388623811097	1.0		0.0			False	False	False		False	7.749434497146563	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
LPP	1	LPP	self_anchor	7.0221028151652645	7.0221028151652645	1	wave68_self_anchor					CHEMBL5291546	L,D-transpeptidase 2	SINGLE PROTEIN	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	4.0	4.0	360.0	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	574.0	3.780523661570592	NO_GO_WAVE62_TARGET_RESOLUTION			4.0	3.0	0.0	UNRESOLVED	-0.5826473866980236	0.920009505703422		0.0			False	False	False		False	7.693110228801036	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RHOA	1	ARHGAP31	outgoing_from_anchor	5.8147993044257245	5.8147993044257245	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.1377333308206207	1.0		0.0			False	False	False		False	7.5647993044257245	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
BTNL8	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CD72	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.0176173938458599	1.0		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CXCL9	1	FCGR2A	incoming_to_anchor	5.448518847279617	5.448518847279617	2	CellTalkDB;HuRI									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	KO_IMPAIRS_EFFEROCYTOSIS_POSITIVE_REGULATOR	-0.5153785982306389	1.0		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ILDR1	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.7872155010700226	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR	0.5186894387470492	0.9965506589785832		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
LCN2	1	FCGR2A	incoming_to_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.2632604789147466	1.0		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MOG	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.5246073737810573	0.9971256078463696		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MPZ	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.63559497526941	0.9965506589785832		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PDGFRB	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.1276233493371892	0.9971256078463696		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
SEMA3G	1	FCGR2A	incoming_to_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.1419270794348681	0.9971256078463696		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TARM1	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0496945479584081	0.9971256078463696		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TIGIT	1	FCGR2A	outgoing_from_anchor	5.448518847279617	5.448518847279617	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.2285779079467091	1.0		0.0			False	False	False		False	7.448518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CSNK2B	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	3	HPRD;KEA;PhosphoSite_KEA									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.5028073450427121	0.920009505703422		0.0			False	False	False		False	7.387519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ACP1	1	FCGR2A	incoming_to_anchor	5.448518847279617	5.448518847279617	1	DEPOD									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.4019764228297136	0.920009505703422		0.0			False	False	False		False	7.198518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
FCER1G	1	FCGR2A	manual_seed_controller	5.448518847279617	5.448518847279617	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.1113146517603106	0.9965506589785832		0.0			False	False	False		False	7.198518847279617	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NGFR	1	CD80	outgoing_from_anchor	4.410144002680043	4.410144002680043	5	CellPhoneDB;Cellinker;ICELLNET;Lit-BM-17;Wojtowicz2020									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.267802611348593	0.920009505703422		0.0			False	False	False		False	7.160144002680043	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CDK2	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	0.552777037024498	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	0.0	0.0	UNRESOLVED	0.0581248521541126	0.9971256078463696		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NOX3	1	NCF1	outgoing_from_anchor	5.137519710197456	5.137519710197456	2	SIGNOR;Wang									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.4904197913576597	0.920009505703422		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NOX4	1	NCF1	outgoing_from_anchor	5.137519710197456	5.137519710197456	2	SignaLink3;TCRcuration_SignaLink3									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.3900965800613313	0.9965506589785832		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
PRKG1	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0190998234915695	1.0		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RPS6KA3	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	2	KEA;NetworKIN_KEA									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.5350253742308801	0.9971256078463696		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
SPI1	1	NCF1	incoming_to_anchor	5.137519710197456	5.137519710197456	2	SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.0177033839079098	1.0		0.0			False	False	False		False	7.137519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
CD59	1	TNFSF15	incoming_to_anchor	5.202509759088988	5.202509759088988	1	Cellinker									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	6.952509759088988	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
NCF4	1	NCF1	manual_seed_controller	5.137519710197456	5.137519710197456	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	2.416077136993408	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	1.0	0.0	UNRESOLVED	0.1686623092016872	1.0		0.0			False	False	False		False	6.887519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
RAC2	1	NCF1	manual_seed_controller	5.137519710197456	5.137519710197456	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.2682298705355298	0.920009505703422		0.0			False	False	False		False	6.887519710197456	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ARHGAP31	1	ARHGAP31	self_anchor	5.8147993044257245	5.8147993044257245	1	wave68_self_anchor									0.0	0.0		0.0		200.0			cache			5.0	30.0	1.9642986450036732	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	3.0	0.9697933601892716	UNRESOLVED	0.3933852750201005	1.0		0.0			False	False	False		False	6.802883255775335	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TERF2	1	DCLRE1B	outgoing_from_anchor	3.492227791461062	3.492227791461062	7	BioGRID;HINT;IntAct;LMPID;Lit-BM-17;SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.4743422375853163	0.9971256078463696		0.0			False	False	False		False	6.742227791461062	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ZPBP2	1	CD80	incoming_to_anchor	4.410144002680043	4.410144002680043	2	Cellinker;Wojtowicz2020									0.0			0.0								0.0	0.0	1.959395999209634	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	4.0	0.0	UNRESOLVED	-0.0576105449622842	1.0		0.0			False	False	False		False	6.410144002680043	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
IGHG1_IGLC1	1	FCGR2B	incoming_to_anchor	4.05868693547569	4.05868693547569	2	Cellinker;ICELLNET									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	6.05868693547569	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
INPP5D	1	FCGR2B	manual_seed_controller	4.05868693547569	4.05868693547569	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	1.1307186484336853	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	0.0	0.0	UNRESOLVED	0.476714131826513	0.920009505703422		0.0			False	False	False		False	5.80868693547569	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
LILRB1	1	FCGR2B	manual_seed_controller	4.05868693547569	4.05868693547569	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	5.80868693547569	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MARCHF9	1	FCGR2B	incoming_to_anchor	4.05868693547569	4.05868693547569	1	SIGNOR									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0					0.0			False	False	False		False	5.80868693547569	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TNFRSF9	1	TNFRSF9	self_anchor	3.6156515899391937	3.6156515899391937	1	wave68_self_anchor					CHEMBL3712857	Tumor necrosis factor receptor superfamily member 9	SINGLE PROTEIN	Homo sapiens	6.0	6.0	3.5	2.0	CHEMBL1743085:AGONIST;CHEMBL3707324:AGONIST	200.0	200.0	200.0	cache	cache	cache	5.0	1020.0	1.5721772417352613	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	3.0	0.0	UNRESOLVED	0.0387290795568127	0.9971256078463696		0.0			False	True	False		False	5.724319529225644	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ATM	1	DCLRE1B	outgoing_from_anchor	3.492227791461062	3.492227791461062	2	SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	1.428929626941681	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	0.0	0.0	UNRESOLVED	0.3882620942925719	0.920009505703422		0.0			False	False	False		False	5.492227791461062	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
ATR	1	DCLRE1B	outgoing_from_anchor	3.492227791461062	3.492227791461062	2	SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.8678815826582646	0.920009505703422		0.0			False	False	False		False	5.492227791461062	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
HSPA1A	1	DCLRE1B	incoming_to_anchor	3.492227791461062	3.492227791461062	2	SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	-0.5062195650966064	0.920009505703422		0.0			False	False	False		False	5.492227791461062	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
MUS81	1	DCLRE1B	outgoing_from_anchor	3.492227791461062	3.492227791461062	2	SPIKE;SPIKE_LC									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.1811509591015971	1.0		0.0			False	False	False		False	5.492227791461062	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TRAF1	1	TNFRSF9	manual_seed_controller	3.6156515899391937	3.6156515899391937	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	2.2593541892597404	NO_GO_WAVE62_TARGET_RESOLUTION			1.0	1.0	0.0	UNRESOLVED	-0.6374638876297964	0.920009505703422		0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False		False	5.365651589939194	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
TRAF2	1	TNFRSF9	manual_seed_controller	3.6156515899391937	3.6156515899391937	1	manual_seed_from_immediate_known_biology									0.0			0.0								0.0	0.0	0.0				0.0	0.0	0.0	UNRESOLVED	0.4611441240892201			0.0	NO_GO_WAVE61_GUARDRAIL		False	False	False		False	5.365651589939194	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
DCLRE1B	1	DCLRE1B	self_anchor	3.492227791461062	3.492227791461062	1	wave68_self_anchor					CHEMBL4105944	5' exonuclease Apollo	SINGLE PROTEIN	Homo sapiens	3.0	3.0	149000.0	0.0		200.0	200.0	200.0	cache	cache	cache	5.0	37.0	1.58201694859611	NO_GO_WAVE62_TARGET_RESOLUTION			0.0	5.0	0.0	UNRESOLVED	0.306918535205531	0.9971256078463696		0.0			False	False	False		False	4.458206267115037	DESCRIPTIVE_SINGLE_ANCHOR_NEIGHBOR	3
